id,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_identity_verified,neighbourhood,room_type,accommodates,bedrooms,beds,amenities,minimum_nights,maximum_nights,has_availability,availability_365,number_of_reviews,review_scores_rating,instant_bookable,reviews_per_month
8666864,21827047,Roman,9/27/14,within an hour,100%,89%,t,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,San Bruno,Entire home/apt,4,1,1,"[""Iron"", ""Dishes and silverware"", ""Shampoo"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Keypad"", ""Single level home"", ""Essentials"", ""Microwave"", ""Free street parking"", ""Smoke alarm"", ""Outlet covers"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Crib"", ""Garden or backyard"", ""Ethernet connection"", ""Dedicated workspace"", ""High chair"", ""Hair dryer"", ""Hot tub"", ""Stove"", ""Bathtub"", ""Hot water"", ""Bed linens"", ""TV"", ""Heating"", ""Hangers"", ""Wifi"", ""Free parking on premises"", ""Private entrance"", ""Coffee maker"", ""Refrigerator"", ""Children\u2019s books and toys"", ""Kitchen"", ""Long term stays allowed"", ""Washer"", ""Pack \u2019n Play/travel crib"", ""Cooking basics"", ""Dryer""]",4,1125,t,343,48,97,f,0.83
8669084,36671896,Dan,6/25/15,within a day,100%,58%,f,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Unincorporated Areas,Entire home/apt,10,4,6,"[""Refrigerator"", ""Lockbox"", ""Dishes and silverware"", ""Hair dryer"", ""Hangers"", ""Smoke alarm"", ""Coffee maker"", ""Wifi"", ""Iron"", ""Free street parking"", ""Microwave"", ""Dryer"", ""TV"", ""Cable TV"", ""Dedicated workspace"", ""Cooking basics"", ""Indoor fireplace"", ""Free parking on premises"", ""Kitchen"", ""Heating"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer""]",1,1125,t,216,238,93,f,3.79
8713048,45734574,Brandon,10/4/15,within an hour,100%,99%,t,"['email', 'phone', 'reviews', 'kba']",t,Redwood City,Private room,1,1,1,"[""Microwave"", ""Coffee maker"", ""Dishes and silverware"", ""Stove"", ""Refrigerator"", ""Dishwasher"", ""Kitchen"", ""Hot water"", ""Smoke alarm"", ""TV"", ""Carbon monoxide alarm"", ""Single level home"", ""Heating"", ""Washer"", ""Wifi"", ""Essentials"", ""Cooking basics"", ""Oven"", ""Host greets you"", ""Dryer""]",28,1125,t,0,120,96,f,1.88
8778275,45958420,Linda,10/7/15,N/A,N/A,N/A,f,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,Daly City,Private room,1,1,1,"[""Smoke alarm"", ""Dryer"", ""Indoor fireplace"", ""Hot water"", ""Free parking on premises"", ""Kitchen"", ""Wifi"", ""Heating"", ""Cable TV"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Hair dryer"", ""Free street parking"", ""First aid kit"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Hot tub"", ""Gym""]",1,1125,t,365,1,80,f,0.03
8802212,46123157,Erik,10/9/15,N/A,N/A,N/A,f,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,South San Francisco,Entire home/apt,4,1,1,"[""Smoke alarm"", ""Air conditioning"", ""Dedicated workspace"", ""Free parking on premises"", ""Kitchen"", ""Private entrance"", ""Wifi"", ""Heating"", ""Iron"", ""Fire extinguisher"", ""Shampoo"", ""Lockbox"", ""Essentials"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hangers""]",365,1125,t,365,2,100,f,0.04
8811706,46163217,Jessica Patricia,10/9/15,N/A,N/A,N/A,f,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,San Bruno,Shared room,1,1,1,"[""Smoke alarm"", ""Dryer"", ""Free parking on premises"", ""TV"", ""Kitchen"", ""Wifi"", ""Heating"", ""Cable TV"", ""Shampoo"", ""Washer"", ""First aid kit""]",1,1125,t,363,0,,f,
8815851,2147340,Lydia,4/15/12,N/A,N/A,82%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,Redwood City,Private room,1,1,0,"[""Air conditioning"", ""Cooking basics"", ""Hot water"", ""Hangers"", ""Wifi"", ""Dryer"", ""Refrigerator"", ""Kitchen"", ""Oven"", ""Washer"", ""Microwave"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Dishwasher"", ""Lock on bedroom door"", ""Essentials"", ""Dedicated workspace"", ""Heating"", ""Iron"", ""Shower gel"", ""Bed linens"", ""Stove"", ""Garden or backyard"", ""TV"", ""Shampoo"", ""BBQ grill"", ""Free parking on premises""]",3,1125,t,365,4,100,f,0.07
8830898,40308298,Shujane,8/2/15,N/A,N/A,N/A,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,Belmont,Private room,2,1,1,"[""Long term stays allowed"", ""Washer"", ""Smoke alarm"", ""First aid kit"", ""Free street parking"", ""Dishes and silverware"", ""Heating"", ""Hot water"", ""Host greets you"", ""Hair dryer"", ""Dishwasher"", ""Patio or balcony"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Stove"", ""Dedicated workspace"", ""Oven"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Coffee maker"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Dryer"", ""Hangers""]",5,1125,t,173,3,80,f,0.06
8860669,33528866,Amy,5/16/15,within a day,100%,50%,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,Burlingame,Entire home/apt,6,2,2,"[""Hot water"", ""Washer"", ""Wifi"", ""Kitchen"", ""Dryer"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Heating"", ""Carbon monoxide alarm"", ""Iron"", ""Cable TV"", ""Fire extinguisher"", ""TV"", ""Hangers"", ""First aid kit"", ""Smoke alarm"", ""Keypad"", ""Free parking on premises"", ""Indoor fireplace""]",2,1125,t,174,114,99,f,1.81
8973748,46893766,Jason,10/18/15,within an hour,100%,100%,f,"['email', 'phone', 'reviews', 'weibo', 'jumio', 'government_id']",t,San Mateo,Entire home/apt,3,2,2,"[""Stove"", ""Kitchen"", ""Dishes and silverware"", ""Heating"", ""Hot water"", ""Essentials"", ""Coffee maker"", ""Shampoo"", ""TV"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Oven"", ""Free parking on premises"", ""Microwave"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Dryer"", ""Free street parking"", ""Cooking basics""]",2,1125,t,90,67,91,t,1.1
9011335,47041347,Grace,10/20/15,N/A,N/A,100%,t,"['phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,San Bruno,Private room,2,1,0,"[""Smoke alarm"", ""Dryer"", ""Free parking on premises"", ""TV"", ""Kitchen"", ""Wifi"", ""Heating"", ""Iron"", ""Cable TV"", ""Lock on bedroom door"", ""Shampoo"", ""Hair dryer"", ""Fire extinguisher"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""First aid kit"", ""Hangers""]",7,180,t,365,20,100,f,0.33
9011646,47041347,Grace,10/20/15,N/A,N/A,100%,t,"['phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,San Bruno,Private room,1,1,1,"[""Iron"", ""Dishes and silverware"", ""Shampoo"", ""Fire extinguisher"", ""Essentials"", ""Microwave"", ""Cable TV"", ""Smoke alarm"", ""First aid kit"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Hair dryer"", ""Hot water"", ""TV"", ""Heating"", ""Hangers"", ""Wifi"", ""Free parking on premises"", ""Refrigerator"", ""Washer"", ""Dryer""]",30,1125,t,365,34,99,f,0.58
9013549,34214396,Ruth,5/25/15,within an hour,100%,83%,f,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'kba', 'government_id', 'work_email']",t,San Carlos,Entire home/apt,6,3,3,"[""Refrigerator"", ""Free parking on premises"", ""Heating"", ""Hair dryer"", ""Hangers"", ""TV"", ""Dedicated workspace"", ""Indoor fireplace"", ""Dishwasher"", ""Stove"", ""Fire extinguisher"", ""Dishes and silverware"", ""Essentials"", ""Breakfast"", ""Children\u2019s books and toys"", ""Smoke alarm"", ""Patio or balcony"", ""Dryer"", ""Iron"", ""Shampoo"", ""Bed linens"", ""Kitchen"", ""First aid kit"", ""Washer"", ""Microwave"", ""Private entrance"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Cooking basics"", ""Wifi"", ""Long term stays allowed"", ""Free street parking"", ""Hot water"", ""Keypad"", ""Coffee maker"", ""Garden or backyard"", ""Oven"", ""Cable TV""]",5,1125,t,59,47,99,f,0.75
9031007,32778843,Gil,5/6/15,N/A,N/A,N/A,f,"['email', 'phone', 'offline_government_id', 'government_id']",t,Unincorporated Areas,Entire home/apt,4,4,3,"[""Hot tub"", ""Shampoo"", ""Cable TV"", ""Kitchen"", ""Air conditioning"", ""TV"", ""First aid kit"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Washer"", ""Heating"", ""Wifi"", ""Free parking on premises"", ""Dryer""]",3,1125,t,365,0,,f,
9044794,9419684,Churchill,10/14/13,within a few hours,97%,66%,f,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",t,Menlo Park,Entire home/apt,3,1,2,"[""Refrigerator"", ""Hot water"", ""Dishes and silverware"", ""Bed linens"", ""Hair dryer"", ""Extra pillows and blankets"", ""Dryer \u2013\u00a0In unit"", ""Long term stays allowed"", ""Freezer"", ""Hangers"", ""Electric stove"", ""Smoke alarm"", ""Air conditioning"", ""Ethernet connection"", ""Coffee maker"", ""Wifi"", ""Paid parking garage on premises"", ""Iron"", ""Bath & Body Works shampoo"", ""Shower gel"", ""Microwave"", ""Dishwasher"", ""TV"", ""Cable TV"", ""Bath & Body Works conditioner"", ""Baby bath"", ""Pool"", ""Dedicated workspace"", ""Cooking basics"", ""Free parking on premises"", ""Kitchen"", ""Heating"", ""Washer \u2013\u00a0In unit"", ""Bath & Body Works body soap"", ""Window guards"", ""Essentials"", ""Stainless steel oven"", ""Carbon monoxide alarm"", ""Baking sheet"", ""Hot tub"", ""Gym""]",15,1125,t,365,0,,f,
9062857,21972325,Susan,9/30/14,within a few hours,80%,100%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'kba', 'government_id']",t,Menlo Park,Entire home/apt,6,3,3,"[""Private entrance"", ""Long term stays allowed"", ""Garden or backyard"", ""Hot water"", ""BBQ grill"", ""Bathtub"", ""Washer"", ""Wifi"", ""Dryer"", ""Ethernet connection"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""Freezer"", ""Portable fans"", ""Lockbox"", ""Giovanni conditioner"", ""Free street parking"", ""Carbon monoxide alarm"", ""Fireplace guards"", ""Heating"", ""Dedicated workspace"", ""Dishwasher"", ""Iron"", ""Stove"", ""Oven"", ""Extra pillows and blankets"", ""Body soap"", ""Refrigerator"", ""Cable TV"", ""TV"", ""Hangers"", ""Smoke alarm"", ""Baking sheet"", ""Microwave"", ""EV charger"", ""Ceiling fan"", ""Coffee maker"", ""Cooking basics"", ""Dishes and silverware"", ""Central air conditioning"", ""Barbecue utensils"", ""Free parking on premises"", ""Indoor fireplace"", ""Bed linens""]",2,1125,t,111,96,99,f,1.53
9138300,47593307,Alan,10/27/15,within an hour,100%,100%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,East Palo Alto,Entire home/apt,8,3,3,"[""Refrigerator"", ""Hot water"", ""Dishes and silverware"", ""Patio or balcony"", ""Oven"", ""Hair dryer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Air conditioning"", ""Coffee maker"", ""Wifi"", ""Iron"", ""Free street parking"", ""Microwave"", ""Dishwasher"", ""Dryer"", ""TV"", ""Cable TV"", ""Garden or backyard"", ""Dedicated workspace"", ""Cooking basics"", ""Indoor fireplace"", ""Free parking on premises"", ""Kitchen"", ""Heating"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Stove""]",1,1125,t,247,230,93,t,3.67
9148992,26651159,Ana,1/24/15,N/A,N/A,N/A,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,San Bruno,Entire home/apt,2,1,1,"[""Refrigerator"", ""Hot water"", ""Elevator"", ""Dishes and silverware"", ""Patio or balcony"", ""Oven"", ""Hair dryer"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Wifi"", ""Iron"", ""Free street parking"", ""Host greets you"", ""First aid kit"", ""Microwave"", ""Dryer"", ""TV"", ""Dedicated workspace"", ""Cooking basics"", ""Kitchen"", ""Heating"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Stove""]",3,1125,t,365,2,100,f,0.03
9304725,2899694,Ruth,7/11/12,N/A,N/A,N/A,f,"['email', 'phone', 'kba']",t,San Mateo,Private room,2,1,1,"[""Hot water"", ""Hair dryer"", ""Hangers"", ""Smoke alarm"", ""Air conditioning"", ""Wifi"", ""Lock on bedroom door"", ""Iron"", ""First aid kit"", ""Breakfast"", ""Dryer"", ""TV"", ""Cable TV"", ""Dedicated workspace"", ""Indoor fireplace"", ""Free parking on premises"", ""Kitchen"", ""Heating"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Gym""]",2,1125,t,87,0,,f,
9316678,2917744,Urban Flat,7/12/12,within an hour,97%,97%,f,"['email', 'phone', 'reviews', 'sent_id']",t,San Mateo,Entire home/apt,4,,1,"[""Refrigerator"", ""Hot water"", ""Elevator"", ""Bathtub"", ""Dishes and silverware"", ""Bed linens"", ""Oven"", ""Hair dryer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Air conditioning"", ""Paid parking on premises"", ""Ethernet connection"", ""Coffee maker"", ""Wifi"", ""Iron"", ""Free street parking"", ""BBQ grill"", ""Microwave"", ""Dishwasher"", ""Keypad"", ""Dryer"", ""TV"", ""Cable TV"", ""Gym"", ""Pool"", ""Dedicated workspace"", ""Cooking basics"", ""Kitchen"", ""Heating"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Hot tub"", ""Stove""]",2,1125,t,362,112,91,f,1.85
9317060,2917744,Urban Flat,7/12/12,within an hour,97%,97%,f,"['email', 'phone', 'reviews', 'sent_id']",t,San Mateo,Entire home/apt,4,,1,"[""Extra pillows and blankets"", ""Long term stays allowed"", ""Keypad"", ""Air conditioning"", ""Washer"", ""Smoke alarm"", ""Paid parking on premises"", ""Bathtub"", ""Free street parking"", ""Dishes and silverware"", ""Heating"", ""Hot water"", ""Gym"", ""Elevator"", ""Cable TV"", ""Hair dryer"", ""Dishwasher"", ""Cooking basics"", ""Stove"", ""Dedicated workspace"", ""Iron"", ""Oven"", ""Refrigerator"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Pool"", ""Microwave"", ""Bed linens"", ""Shampoo"", ""Essentials"", ""Kitchen"", ""Coffee maker"", ""Hot tub"", ""TV"", ""Wifi"", ""Ethernet connection"", ""Dryer"", ""Hangers""]",5,1125,t,364,122,95,t,2.03
9317297,2917744,Urban Flat,7/12/12,within an hour,97%,97%,f,"['email', 'phone', 'reviews', 'sent_id']",t,San Mateo,Entire home/apt,4,1,1,"[""Refrigerator"", ""Heating"", ""Pool"", ""BBQ grill"", ""Hair dryer"", ""Hangers"", ""TV"", ""Dedicated workspace"", ""Paid parking on premises"", ""Gym"", ""Dishwasher"", ""Stove"", ""Dishes and silverware"", ""Air conditioning"", ""Ethernet connection"", ""Essentials"", ""Smoke alarm"", ""Dryer"", ""Iron"", ""Shampoo"", ""Bed linens"", ""Elevator"", ""Kitchen"", ""Washer"", ""Microwave"", ""Carbon monoxide alarm"", ""Extra pillows and blankets"", ""Cooking basics"", ""Wifi"", ""Long term stays allowed"", ""Free street parking"", ""Bathtub"", ""Hot water"", ""Keypad"", ""Coffee maker"", ""Hot tub"", ""Oven"", ""Cable TV""]",5,1125,t,0,66,94,f,1.06
9317370,2917744,Urban Flat,7/12/12,within an hour,97%,97%,f,"['email', 'phone', 'reviews', 'sent_id']",t,San Mateo,Entire home/apt,4,1,1,"[""Extra pillows and blankets"", ""Long term stays allowed"", ""Keypad"", ""Air conditioning"", ""Washer"", ""Smoke alarm"", ""Paid parking on premises"", ""Free street parking"", ""Bathtub"", ""Gym"", ""Heating"", ""Hot water"", ""Dishes and silverware"", ""Elevator"", ""Cable TV"", ""Hair dryer"", ""Dishwasher"", ""Patio or balcony"", ""Cooking basics"", ""Stove"", ""Dedicated workspace"", ""Iron"", ""Oven"", ""Refrigerator"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Pool"", ""Microwave"", ""Kitchen"", ""Hot tub"", ""Essentials"", ""Coffee maker"", ""Bed linens"", ""Shampoo"", ""TV"", ""Wifi"", ""Ethernet connection"", ""Dryer"", ""Hangers""]",3,1125,t,354,80,91,f,1.36
9317516,2917744,Urban Flat,7/12/12,within an hour,97%,97%,f,"['email', 'phone', 'reviews', 'sent_id']",t,San Mateo,Entire home/apt,6,2,3,"[""Long term stays allowed"", ""Hot water"", ""Pool"", ""BBQ grill"", ""Bathtub"", ""Washer"", ""Wifi"", ""Dryer"", ""Air conditioning"", ""Ethernet connection"", ""Essentials"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Free street parking"", ""Dedicated workspace"", ""Heating"", ""Carbon monoxide alarm"", ""Dishwasher"", ""Iron"", ""Hot tub"", ""Stove"", ""Oven"", ""Elevator"", ""Extra pillows and blankets"", ""Gym"", ""Refrigerator"", ""Cable TV"", ""TV"", ""Hangers"", ""Smoke alarm"", ""Microwave"", ""Keypad"", ""Coffee maker"", ""Cooking basics"", ""Dishes and silverware"", ""Paid parking on premises"", ""Bed linens""]",3,1125,t,358,161,93,f,2.59
9317642,2917744,Urban Flat,7/12/12,within an hour,97%,97%,f,"['email', 'phone', 'reviews', 'sent_id']",t,San Mateo,Entire home/apt,6,2,2,"[""Extra pillows and blankets"", ""Long term stays allowed"", ""Keypad"", ""Air conditioning"", ""Washer"", ""Smoke alarm"", ""Paid parking on premises"", ""Bathtub"", ""Free street parking"", ""Dishes and silverware"", ""Heating"", ""Hot water"", ""Gym"", ""Elevator"", ""Cable TV"", ""Hair dryer"", ""Dishwasher"", ""Cooking basics"", ""Stove"", ""Dedicated workspace"", ""Iron"", ""Oven"", ""Refrigerator"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Pool"", ""Microwave"", ""Bed linens"", ""Shampoo"", ""Essentials"", ""Kitchen"", ""Coffee maker"", ""Hot tub"", ""TV"", ""Wifi"", ""Ethernet connection"", ""Dryer"", ""Hangers""]",5,1125,t,365,132,94,f,2.11
9346664,1576445,David & Gigi,1/7/12,within an hour,100%,97%,t,"['email', 'phone', 'reviews', 'kba', 'work_email']",t,Redwood City,Entire home/apt,3,,1,"[""Iron"", ""Dishes and silverware"", ""Shampoo"", ""Fire extinguisher"", ""Cleaning before checkout"", ""Keypad"", ""Patio or balcony"", ""Essentials"", ""Microwave"", ""Cable TV"", ""Smoke alarm"", ""First aid kit"", ""Carbon monoxide alarm"", ""Garden or backyard"", ""Dedicated workspace"", ""Hair dryer"", ""Stove"", ""Hot water"", ""Bed linens"", ""TV"", ""Heating"", ""Hangers"", ""Wifi"", ""Free parking on premises"", ""Oven"", ""Private entrance"", ""Coffee maker"", ""Refrigerator"", ""Kitchen"", ""Long term stays allowed"", ""Cooking basics"", ""Extra pillows and blankets""]",4,365,t,295,111,97,f,1.8
9351677,23939312,Kenny,11/19/14,within an hour,100%,99%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,San Mateo,Entire home/apt,8,3,6,"[""Extra pillows and blankets"", ""Long term stays allowed"", ""High chair"", ""Keypad"", ""Air conditioning"", ""Washer"", ""Room-darkening shades"", ""Dryer"", ""Smoke alarm"", ""First aid kit"", ""Free street parking"", ""Bathtub"", ""Dishes and silverware"", ""Heating"", ""Hot water"", ""Private entrance"", ""Cable TV"", ""Hair dryer"", ""Dishwasher"", ""Shower gel"", ""Cooking basics"", ""Stove"", ""Dedicated workspace"", ""Iron"", ""Oven"", ""Refrigerator"", ""Free parking on premises"", ""Baby bath"", ""Carbon monoxide alarm"", ""Microwave"", ""Kitchen"", ""Coffee maker"", ""Essentials"", ""Bed linens"", ""Shampoo"", ""TV"", ""Wifi"", ""Ethernet connection"", ""Fire extinguisher"", ""Pack \u2019n Play/travel crib"", ""Single level home"", ""Hangers""]",20,1125,t,270,145,98,f,2.91
9373096,47397756,Mary Wang,10/25/15,within an hour,100%,91%,f,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",t,Hillsborough,Private room,1,1,1,"[""Dishes and silverware"", ""Shampoo"", ""Fire extinguisher"", ""Essentials"", ""Microwave"", ""Cable TV"", ""Smoke alarm"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""Garden or backyard"", ""Dedicated workspace"", ""Indoor fireplace"", ""Hair dryer"", ""Dishwasher"", ""Hot water"", ""Bed linens"", ""TV"", ""Heating"", ""Hangers"", ""Wifi"", ""Free parking on premises"", ""Oven"", ""Coffee maker"", ""Refrigerator"", ""Kitchen"", ""Washer"", ""Cooking basics"", ""Dryer""]",3,360,t,365,46,96,f,0.74
